store_id,customer_id,product_id,product_category,date,amount,single_price,transaction_id
Store 15,Customer 1810,42605.0,Movies,2005-06-25 07:00:00,4.0,39.1,2076.0
Store 14,Customer 316,19883.0,Books,2005-10-19 07:00:00,8.0,85.1,2077.0
Store 11,Customer 1919,48791.0,Books,2008-03-20 07:00:00,4.0,16.8,2078.0
Store 08,Customer 1000,76242.0,Home/Garden,2005-04-19 07:00:00,9.0,43.3,2079.0
Store 03,Customer 1158,56500.0,Sports,2006-06-20 07:00:00,5.0,46.3,2080.0
Store 06,Customer 1638,46177.0,Sports,2007-12-30 07:00:00,8.0,53.9,2081.0
Store 13,Customer 1236,15181.0,Clothing,2005-04-20 07:00:00,8.0,91.9,2082.0
Store 12,Customer 1016,31537.0,Books,2007-07-24 07:00:00,8.0,20.8,2083.0
Store 07,Customer 178,21733.0,Home/Garden,2005-04-27 07:00:00,1.0,86.9,2084.0
Store 14,Customer 271,22647.0,Electronics,2006-10-18 07:00:00,7.0,36.0,2085.0
Store 07,Customer 130,98298.0,Electronics,2007-01-30 07:00:00,5.0,36.4,2086.0
Store 09,Customer 298,83271.0,Clothing,2007-07-08 07:00:00,2.0,94.5,2087.0
Store 03,Customer 564,92997.0,Clothing,2005-04-24 07:00:00,2.0,74.2,2088.0
Store 05,Customer 400,73207.0,Toys,2007-05-02 07:00:00,2.0,40.0,2089.0
Store 15,Customer 933,15123.0,Health,2007-12-05 07:00:00,4.0,53.7,2090.0
Store 09,Customer 273,76403.0,Home/Garden,2007-09-19 07:00:00,4.0,41.6,2091.0
Store 13,Customer 1070,14978.0,Sports,2007-02-21 07:00:00,6.0,95.3,2092.0
Store 11,Customer 689,64504.0,Health,2008-10-11 07:00:00,3.0,93.1,2093.0
Store 03,Customer 1994,16561.0,Books,2006-03-16 07:00:00,9.0,47.5,2094.0
Store 04,Customer 701,95981.0,Toys,2007-10-20 07:00:00,3.0,65.5,2095.0
Store 06,Customer 498,35735.0,Health,2006-10-09 07:00:00,6.0,47.4,2096.0
Store 13,Customer 990,12528.0,Home/Garden,2005-07-15 07:00:00,3.0,31.4,2097.0
Store 10,Customer 991,46041.0,Toys,2007-06-04 07:00:00,4.0,12.6,2098.0
Store 14,Customer 1913,39267.0,Books,2005-07-21 07:00:00,1.0,39.5,2099.0
Store 01,Customer 1846,61999.0,Sports,2007-10-09 07:00:00,9.0,73.8,2100.0
Store 08,Customer 1585,21125.0,Health,2008-11-11 07:00:00,6.0,68.5,2101.0
Store 08,Customer 631,11501.0,Books,2007-01-22 07:00:00,7.0,93.7,2102.0
Store 04,Customer 148,62638.0,Health,2007-09-03 07:00:00,6.0,68.3,2103.0
Store 06,Customer 869,67398.0,Movies,2006-06-22 07:00:00,7.0,36.6,2104.0
Store 11,Customer 1230,28719.0,Books,2005-02-14 07:00:00,7.0,80.6,2105.0
Store 15,Customer 1405,92747.0,Home/Garden,2005-02-25 07:00:00,7.0,61.5,2106.0
Store 13,Customer 989,68081.0,Health,2006-02-18 07:00:00,1.0,64.5,2107.0
Store 12,Customer 148,34602.0,Movies,2006-12-25 07:00:00,1.0,75.0,2108.0
Store 03,Customer 174,54781.0,Sports,2008-08-16 07:00:00,6.0,96.8,2109.0
Store 06,Customer 1156,89970.0,Home/Garden,2006-01-11 07:00:00,3.0,76.2,2110.0
Store 15,Customer 503,27375.0,Clothing,2007-11-16 07:00:00,7.0,68.2,2111.0
Store 01,Customer 1853,44128.0,Health,2008-01-09 07:00:00,4.0,43.7,2112.0
Store 03,Customer 1379,17618.0,Health,2006-04-22 07:00:00,2.0,42.2,2113.0
Store 03,Customer 1352,29524.0,Clothing,2005-12-03 07:00:00,1.0,87.3,2114.0
Store 04,Customer 108,11399.0,Toys,2007-11-20 07:00:00,2.0,94.4,2115.0
Store 03,Customer 1291,31714.0,Electronics,2008-01-10 07:00:00,9.0,99.6,2116.0
Store 07,Customer 441,94028.0,Clothing,2008-07-01 07:00:00,9.0,90.6,2117.0
Store 10,Customer 1957,75431.0,Books,2006-01-22 07:00:00,5.0,65.7,2118.0
Store 14,Customer 1389,76574.0,Sports,2005-02-05 07:00:00,2.0,78.0,2119.0
Store 09,Customer 1441,14662.0,Sports,2005-06-26 07:00:00,9.0,97.1,2120.0
Store 15,Customer 1405,51600.0,Electronics,2008-10-01 07:00:00,5.0,70.1,2121.0
Store 09,Customer 849,11638.0,Movies,2006-02-16 07:00:00,8.0,71.1,2122.0
Store 02,Customer 775,82377.0,Home/Garden,2008-07-16 07:00:00,4.0,42.0,2123.0
Store 04,Customer 345,79258.0,Electronics,2006-09-24 07:00:00,4.0,98.4,2124.0
Store 08,Customer 455,39012.0,Electronics,2006-05-20 07:00:00,9.0,11.8,2125.0
Store 07,Customer 1159,19172.0,Movies,2005-08-26 07:00:00,2.0,13.6,2126.0
Store 06,Customer 129,37781.0,Health,2005-08-14 07:00:00,8.0,39.7,2127.0
Store 03,Customer 1990,26618.0,Health,2006-04-21 07:00:00,1.0,11.7,2128.0
Store 04,Customer 1330,41994.0,Home/Garden,2006-07-17 07:00:00,9.0,35.8,2129.0
Store 15,Customer 1890,29488.0,Sports,2006-06-10 07:00:00,5.0,45.0,2130.0
Store 04,Customer 929,39348.0,Home/Garden,2007-11-08 07:00:00,8.0,14.1,2131.0
Store 03,Customer 181,48596.0,Home/Garden,2006-10-12 07:00:00,7.0,38.5,2132.0
Store 08,Customer 1180,28726.0,Sports,2007-09-16 07:00:00,9.0,19.3,2133.0
Store 09,Customer 196,80210.0,Toys,2005-07-31 07:00:00,4.0,96.4,2134.0
Store 08,Customer 1934,73030.0,Sports,2006-11-12 07:00:00,7.0,12.2,2135.0
Store 06,Customer 854,79410.0,Sports,2005-11-14 07:00:00,6.0,77.0,2136.0
Store 15,Customer 872,15868.0,Home/Garden,2007-07-04 07:00:00,2.0,35.1,2137.0
Store 12,Customer 1042,96117.0,Sports,2006-01-13 07:00:00,1.0,25.6,2138.0
Store 01,Customer 1007,14897.0,Electronics,2008-06-20 07:00:00,9.0,24.2,2139.0
Store 09,Customer 1315,20278.0,Clothing,2007-02-06 07:00:00,1.0,81.5,2140.0
Store 06,Customer 224,65656.0,Electronics,2005-03-24 07:00:00,1.0,52.8,2141.0
Store 11,Customer 814,55423.0,Toys,2008-05-05 07:00:00,8.0,69.3,2142.0
Store 07,Customer 978,16862.0,Health,2005-05-04 07:00:00,2.0,53.6,2143.0
Store 11,Customer 1435,62339.0,Electronics,2006-04-25 07:00:00,7.0,29.2,2144.0
Store 15,Customer 792,54362.0,Sports,2005-08-16 07:00:00,5.0,76.2,2145.0
Store 14,Customer 608,87947.0,Toys,2008-02-09 07:00:00,4.0,69.7,2146.0
Store 13,Customer 1720,44257.0,Clothing,2005-09-06 07:00:00,3.0,83.8,2147.0
Store 05,Customer 1293,15463.0,Movies,2006-12-31 07:00:00,2.0,59.8,2148.0
Store 07,Customer 1981,19646.0,Electronics,2007-07-14 07:00:00,3.0,43.3,2149.0
Store 12,Customer 337,30583.0,Books,2005-06-02 07:00:00,1.0,75.1,2150.0
Store 04,Customer 45,44372.0,Books,2007-09-14 07:00:00,1.0,13.9,2151.0
Store 07,Customer 739,90455.0,Electronics,2007-06-23 07:00:00,8.0,21.8,2152.0
Store 10,Customer 763,16629.0,Toys,2008-01-19 07:00:00,4.0,75.2,2153.0
Store 07,Customer 117,90840.0,Electronics,2007-11-12 07:00:00,3.0,16.0,2154.0
Store 11,Customer 1894,74688.0,Health,2008-02-21 07:00:00,2.0,13.2,2155.0
Store 03,Customer 746,23778.0,Clothing,2006-03-16 07:00:00,3.0,65.0,2156.0
Store 07,Customer 190,11363.0,Health,2007-09-24 07:00:00,1.0,19.2,2157.0
Store 14,Customer 931,11451.0,Clothing,2006-10-08 07:00:00,2.0,47.9,2158.0
Store 03,Customer 66,73481.0,Clothing,2008-02-05 07:00:00,1.0,75.5,2159.0
Store 10,Customer 1403,41831.0,Health,2006-12-17 07:00:00,3.0,99.1,2160.0
Store 04,Customer 1872,37925.0,Toys,2008-01-10 07:00:00,8.0,11.6,2161.0
Store 07,Customer 1172,66999.0,Electronics,2005-03-06 07:00:00,2.0,91.4,2162.0
Store 03,Customer 962,44837.0,Books,2007-07-24 07:00:00,4.0,85.9,2163.0
Store 02,Customer 1992,45906.0,Clothing,2008-01-20 07:00:00,1.0,70.6,2164.0
Store 11,Customer 1905,77118.0,Home/Garden,2007-03-29 07:00:00,2.0,21.1,2165.0
Store 08,Customer 1477,13885.0,Sports,2005-05-28 07:00:00,3.0,77.0,2166.0
Store 11,Customer 1429,34807.0,Movies,2005-09-05 07:00:00,2.0,63.2,2167.0
Store 05,Customer 1542,67665.0,Health,2007-12-22 07:00:00,6.0,72.7,2168.0
Store 07,Customer 932,93534.0,Books,2005-04-25 07:00:00,4.0,75.0,2169.0
Store 14,Customer 1754,97313.0,Health,2008-09-18 07:00:00,8.0,74.3,2170.0
Store 15,Customer 1739,47069.0,Sports,2005-08-23 07:00:00,7.0,20.4,2171.0
Store 10,Customer 1155,10676.0,Home/Garden,2007-10-26 07:00:00,4.0,66.7,2172.0
Store 04,Customer 1750,83887.0,Health,2005-12-03 07:00:00,5.0,73.3,2173.0
Store 10,Customer 625,43410.0,Clothing,2007-07-02 07:00:00,9.0,31.7,2174.0
Store 14,Customer 171,69940.0,Clothing,2005-02-02 07:00:00,1.0,89.4,2175.0
Store 15,Customer 1508,34946.0,Health,2005-02-28 07:00:00,3.0,11.9,2176.0
Store 12,Customer 1865,98173.0,Clothing,2006-12-10 07:00:00,5.0,81.9,2177.0
Store 15,Customer 224,15060.0,Home/Garden,2006-03-28 07:00:00,3.0,88.9,2178.0
Store 12,Customer 192,33733.0,Sports,2007-01-16 07:00:00,3.0,61.9,2179.0
Store 06,Customer 973,85512.0,Home/Garden,2006-06-01 07:00:00,3.0,29.6,2180.0
Store 06,Customer 1037,39968.0,Sports,2008-05-20 07:00:00,8.0,30.4,2181.0
Store 12,Customer 1771,84942.0,Toys,2007-03-12 07:00:00,6.0,64.1,2182.0
Store 11,Customer 1277,83022.0,Electronics,2008-11-11 07:00:00,8.0,87.5,2183.0
Store 09,Customer 1213,62396.0,Electronics,2006-12-07 07:00:00,9.0,50.6,2184.0
Store 03,Customer 1439,18777.0,Movies,2005-02-22 07:00:00,6.0,40.5,2185.0
Store 03,Customer 373,83166.0,Sports,2005-07-18 07:00:00,4.0,82.8,2186.0
Store 07,Customer 1025,12590.0,Movies,2005-12-09 07:00:00,4.0,31.3,2187.0
Store 10,Customer 181,91999.0,Books,2006-04-13 07:00:00,4.0,23.1,2188.0
Store 02,Customer 107,46935.0,Toys,2006-10-03 07:00:00,9.0,85.8,2189.0
Store 11,Customer 1554,93643.0,Home/Garden,2005-11-10 07:00:00,4.0,71.2,2190.0
Store 08,Customer 853,46942.0,Home/Garden,2006-12-06 07:00:00,2.0,17.2,2191.0
Store 12,Customer 1157,49473.0,Home/Garden,2005-12-01 07:00:00,5.0,62.0,2192.0
Store 13,Customer 1069,54932.0,Home/Garden,2008-09-21 07:00:00,2.0,42.5,2193.0
Store 11,Customer 278,64194.0,Clothing,2007-12-14 07:00:00,3.0,42.1,2194.0
Store 15,Customer 129,45128.0,Movies,2006-01-24 07:00:00,7.0,26.7,2195.0
Store 04,Customer 947,94974.0,Electronics,2008-05-21 07:00:00,8.0,44.6,2196.0
Store 03,Customer 1157,58897.0,Home/Garden,2007-06-04 07:00:00,3.0,57.1,2197.0
Store 03,Customer 1454,72193.0,Clothing,2006-11-21 07:00:00,4.0,31.8,2198.0
Store 15,Customer 1550,11382.0,Sports,2005-04-16 07:00:00,5.0,84.1,2199.0
Store 12,Customer 1592,20373.0,Toys,2008-08-19 07:00:00,2.0,75.1,2200.0
Store 14,Customer 680,97146.0,Clothing,2007-02-12 07:00:00,6.0,86.1,2201.0
Store 14,Customer 249,55746.0,Home/Garden,2007-07-11 07:00:00,4.0,20.4,2202.0
Store 01,Customer 38,89145.0,Books,2008-02-06 07:00:00,1.0,87.0,2203.0
Store 01,Customer 568,73401.0,Books,2007-08-17 07:00:00,6.0,45.7,2204.0
Store 11,Customer 611,58950.0,Movies,2006-04-01 07:00:00,1.0,47.1,2205.0
Store 11,Customer 993,93902.0,Toys,2005-10-05 07:00:00,5.0,33.5,2206.0
Store 09,Customer 1367,57076.0,Movies,2006-12-13 07:00:00,7.0,10.9,2207.0
Store 11,Customer 749,57136.0,Health,2008-07-14 07:00:00,6.0,38.9,2208.0
Store 15,Customer 410,10318.0,Clothing,2008-10-09 07:00:00,4.0,70.5,2209.0
Store 09,Customer 971,75267.0,Sports,2006-10-05 07:00:00,3.0,84.9,2210.0
Store 02,Customer 1207,20837.0,Toys,2007-07-12 07:00:00,8.0,27.1,2211.0
Store 13,Customer 400,71032.0,Home/Garden,2007-10-01 07:00:00,3.0,85.9,2212.0
Store 15,Customer 222,83304.0,Home/Garden,2007-07-04 07:00:00,3.0,71.3,2213.0
Store 06,Customer 1864,94304.0,Clothing,2008-07-29 07:00:00,4.0,11.5,2214.0
Store 03,Customer 1697,76095.0,Clothing,2007-04-22 07:00:00,9.0,32.4,2215.0
Store 13,Customer 964,87753.0,Clothing,2005-06-05 07:00:00,5.0,56.0,2216.0
Store 06,Customer 1148,58545.0,Clothing,2005-12-29 07:00:00,4.0,23.6,2217.0
Store 03,Customer 519,14892.0,Movies,2008-10-19 07:00:00,9.0,74.9,2218.0
Store 11,Customer 76,42166.0,Health,2006-06-28 07:00:00,9.0,88.4,2219.0
Store 05,Customer 1904,96261.0,Toys,2005-10-26 07:00:00,4.0,72.1,2220.0
Store 13,Customer 1282,16085.0,Sports,2006-08-01 07:00:00,7.0,14.2,2221.0
Store 02,Customer 1561,71142.0,Toys,2007-11-15 07:00:00,2.0,65.0,2222.0
Store 14,Customer 1244,40967.0,Books,2007-04-29 07:00:00,6.0,93.9,2223.0
Store 11,Customer 1881,12476.0,Sports,2008-09-10 07:00:00,6.0,55.0,2224.0
Store 02,Customer 220,95196.0,Home/Garden,2006-09-07 07:00:00,7.0,86.3,2225.0
Store 05,Customer 591,27750.0,Clothing,2006-07-08 07:00:00,8.0,81.0,2226.0
Store 06,Customer 545,36978.0,Electronics,2007-11-28 07:00:00,3.0,69.7,2227.0
Store 10,Customer 394,33260.0,Clothing,2008-07-03 07:00:00,2.0,70.6,2228.0
Store 03,Customer 28,47747.0,Books,2008-03-18 07:00:00,3.0,53.5,2229.0
Store 06,Customer 1459,68914.0,Books,2005-07-08 07:00:00,4.0,76.7,2230.0
Store 09,Customer 61,90422.0,Electronics,2006-09-25 07:00:00,5.0,28.2,2231.0
Store 15,Customer 192,58117.0,Home/Garden,2008-09-20 07:00:00,5.0,54.2,2232.0
Store 06,Customer 1592,53155.0,Home/Garden,2006-05-15 07:00:00,2.0,54.1,2233.0
Store 09,Customer 1282,55325.0,Books,2006-06-05 07:00:00,9.0,78.1,2234.0
Store 06,Customer 1235,75513.0,Sports,2006-02-23 07:00:00,9.0,27.3,2235.0
Store 13,Customer 1350,23817.0,Clothing,2006-04-02 07:00:00,1.0,83.9,2236.0
Store 11,Customer 1884,19809.0,Home/Garden,2006-09-16 07:00:00,9.0,67.1,2237.0
Store 11,Customer 787,54761.0,Clothing,2005-03-31 07:00:00,2.0,74.0,2238.0
Store 11,Customer 411,73939.0,Home/Garden,2008-02-05 07:00:00,3.0,45.1,2239.0
Store 08,Customer 41,38753.0,Sports,2007-05-02 07:00:00,8.0,46.1,2240.0
Store 02,Customer 1472,13858.0,Movies,2007-09-23 07:00:00,1.0,82.4,2241.0
Store 09,Customer 1910,43693.0,Clothing,2007-11-13 07:00:00,9.0,27.5,2242.0
Store 03,Customer 577,96662.0,Movies,2007-12-22 07:00:00,5.0,95.8,2243.0
Store 14,Customer 1448,60013.0,Movies,2005-06-05 07:00:00,1.0,16.4,2244.0
Store 14,Customer 36,96954.0,Health,2005-09-22 07:00:00,5.0,94.0,2245.0
Store 15,Customer 1643,79073.0,Books,2006-12-03 07:00:00,9.0,80.0,2246.0
Store 03,Customer 141,44475.0,Movies,2007-06-18 07:00:00,8.0,11.3,2247.0
Store 01,Customer 139,44019.0,Clothing,2007-11-17 07:00:00,8.0,24.7,2248.0
Store 09,Customer 391,87937.0,Electronics,2007-07-21 07:00:00,2.0,37.9,2249.0
Store 12,Customer 173,65477.0,Home/Garden,2007-08-25 07:00:00,6.0,87.5,2250.0
Store 05,Customer 508,55931.0,Electronics,2007-09-26 07:00:00,5.0,25.1,2251.0
Store 01,Customer 1566,93416.0,Health,2005-11-01 07:00:00,4.0,14.0,2252.0
Store 15,Customer 454,77554.0,Movies,2005-02-23 07:00:00,9.0,47.7,2253.0
Store 12,Customer 42,28065.0,Movies,2007-05-03 07:00:00,2.0,83.7,2254.0
Store 02,Customer 1676,39176.0,Health,2005-07-29 07:00:00,9.0,80.0,2255.0
Store 05,Customer 442,18764.0,Clothing,2006-09-18 07:00:00,3.0,19.7,2256.0
Store 07,Customer 1969,53473.0,Home/Garden,2008-06-07 07:00:00,3.0,26.4,2257.0
Store 13,Customer 513,36263.0,Sports,2008-03-25 07:00:00,6.0,13.7,2258.0
Store 07,Customer 1543,14231.0,Home/Garden,2006-12-24 07:00:00,5.0,23.4,2259.0
Store 05,Customer 400,74319.0,Home/Garden,2008-03-31 07:00:00,7.0,75.6,2260.0
Store 06,Customer 794,35656.0,Toys,2006-04-21 07:00:00,2.0,82.6,2261.0
Store 15,Customer 489,17188.0,Sports,2005-05-13 07:00:00,3.0,32.6,2262.0
Store 06,Customer 759,68204.0,Health,2008-03-20 07:00:00,6.0,13.8,2263.0
Store 14,Customer 67,77138.0,Sports,2006-06-06 07:00:00,1.0,84.3,2264.0
Store 11,Customer 1894,52702.0,Movies,2008-09-13 07:00:00,8.0,60.5,2265.0
Store 10,Customer 234,77701.0,Movies,2006-01-31 07:00:00,4.0,85.9,2266.0
Store 09,Customer 1639,89393.0,Home/Garden,2006-05-15 07:00:00,1.0,28.8,2267.0
Store 10,Customer 208,15032.0,Books,2008-05-27 07:00:00,8.0,22.4,2268.0
Store 07,Customer 1461,25732.0,Health,2008-10-14 07:00:00,3.0,52.1,2269.0
Store 02,Customer 1257,64758.0,Toys,2007-02-24 07:00:00,9.0,87.1,2270.0
Store 12,Customer 1481,28804.0,Sports,2005-06-12 07:00:00,5.0,25.3,2271.0
Store 01,Customer 444,81386.0,Sports,2005-08-24 07:00:00,1.0,93.7,2272.0
Store 07,Customer 942,19469.0,Movies,2007-03-12 07:00:00,4.0,86.4,2273.0
Store 02,Customer 180,42437.0,Health,2007-09-18 07:00:00,5.0,17.0,2274.0
Store 13,Customer 1699,14796.0,Electronics,2007-11-23 07:00:00,4.0,78.7,2275.0
Store 04,Customer 1450,37433.0,Sports,2008-11-11 07:00:00,9.0,11.7,2276.0
Store 09,Customer 818,45880.0,Electronics,2007-01-05 07:00:00,8.0,57.5,2277.0
Store 04,Customer 1736,47509.0,Books,2006-10-23 07:00:00,4.0,88.6,2278.0
Store 12,Customer 1092,71175.0,Clothing,2008-05-11 07:00:00,9.0,76.2,2279.0
Store 03,Customer 455,15981.0,Electronics,2006-05-13 07:00:00,8.0,40.9,2280.0
Store 14,Customer 1090,14524.0,Electronics,2008-07-14 07:00:00,2.0,82.5,2281.0
Store 13,Customer 171,57582.0,Books,2006-11-11 07:00:00,5.0,37.3,2282.0
Store 11,Customer 1909,32019.0,Sports,2007-07-16 07:00:00,5.0,29.0,2283.0
Store 04,Customer 547,50972.0,Movies,2005-11-02 07:00:00,9.0,38.1,2284.0
Store 14,Customer 109,26673.0,Sports,2007-10-27 07:00:00,1.0,54.9,2285.0
Store 13,Customer 539,22353.0,Electronics,2006-04-11 07:00:00,8.0,39.4,2286.0
Store 06,Customer 618,11638.0,Clothing,2007-02-26 07:00:00,2.0,16.5,2287.0
Store 11,Customer 429,79782.0,Toys,2006-10-29 07:00:00,8.0,16.0,2288.0
Store 02,Customer 497,57367.0,Home/Garden,2005-02-04 07:00:00,6.0,59.7,2289.0
Store 15,Customer 177,62888.0,Movies,2005-10-02 07:00:00,8.0,16.1,2290.0
Store 06,Customer 119,96427.0,Toys,2008-09-02 07:00:00,5.0,42.1,2291.0
Store 07,Customer 1995,55469.0,Health,2006-02-10 07:00:00,6.0,44.4,2292.0
Store 05,Customer 546,59508.0,Clothing,2005-12-11 07:00:00,1.0,54.8,2293.0
Store 14,Customer 2,59739.0,Sports,2008-09-27 07:00:00,9.0,11.4,2294.0
Store 06,Customer 1310,97579.0,Clothing,2007-02-05 07:00:00,1.0,82.0,2295.0
Store 11,Customer 436,29170.0,Electronics,2007-07-08 07:00:00,8.0,92.3,2296.0
Store 14,Customer 1928,52415.0,Electronics,2005-07-26 07:00:00,4.0,87.9,2297.0
Store 02,Customer 1156,30047.0,Toys,2005-08-13 07:00:00,3.0,27.7,2298.0
Store 06,Customer 1478,93141.0,Home/Garden,2006-10-27 07:00:00,3.0,66.2,2299.0
Store 11,Customer 924,88489.0,Movies,2005-07-16 07:00:00,1.0,98.9,2300.0
Store 07,Customer 1122,76467.0,Toys,2008-04-12 07:00:00,2.0,37.3,2301.0
Store 13,Customer 1529,67849.0,Toys,2006-09-27 07:00:00,8.0,13.2,2302.0
Store 04,Customer 775,85451.0,Movies,2008-11-14 07:00:00,7.0,10.6,2303.0
Store 15,Customer 1115,88382.0,Toys,2008-01-19 07:00:00,3.0,40.4,2304.0
Store 05,Customer 264,74738.0,Sports,2005-05-16 07:00:00,9.0,58.7,2305.0
Store 01,Customer 123,35056.0,Health,2008-10-11 07:00:00,4.0,28.7,2306.0
Store 10,Customer 1153,93275.0,Health,2005-03-08 07:00:00,2.0,16.7,2307.0
Store 13,Customer 730,18688.0,Sports,2008-06-27 07:00:00,9.0,61.1,2308.0
Store 06,Customer 1278,71800.0,Clothing,2005-06-14 07:00:00,6.0,33.7,2309.0
Store 03,Customer 483,88384.0,Sports,2008-02-09 07:00:00,4.0,98.0,2310.0
Store 09,Customer 524,79862.0,Health,2005-09-29 07:00:00,1.0,54.6,2311.0
Store 08,Customer 1354,38348.0,Toys,2005-10-24 07:00:00,2.0,36.3,2312.0
Store 14,Customer 131,97208.0,Clothing,2005-10-05 07:00:00,6.0,93.7,2313.0
Store 04,Customer 743,78058.0,Health,2007-02-13 07:00:00,9.0,61.3,2314.0
Store 02,Customer 58,89360.0,Home/Garden,2007-05-25 07:00:00,3.0,33.5,2315.0
Store 10,Customer 1154,13124.0,Movies,2005-12-12 07:00:00,2.0,74.7,2316.0
Store 15,Customer 473,19382.0,Health,2007-09-01 07:00:00,4.0,37.8,2317.0
Store 12,Customer 1423,47496.0,Movies,2005-12-18 07:00:00,9.0,27.6,2318.0
Store 09,Customer 1016,66900.0,Sports,2006-11-05 07:00:00,5.0,18.5,2319.0
Store 01,Customer 309,44749.0,Movies,2007-06-20 07:00:00,3.0,16.4,2320.0
Store 01,Customer 431,42929.0,Electronics,2005-05-21 07:00:00,8.0,28.7,2321.0
Store 03,Customer 1571,45230.0,Toys,2008-10-20 07:00:00,1.0,60.8,2322.0
Store 08,Customer 1380,84210.0,Toys,2005-09-08 07:00:00,7.0,38.4,2323.0
Store 09,Customer 1501,68776.0,Movies,2008-11-01 07:00:00,7.0,65.4,2324.0
Store 13,Customer 313,13468.0,Health,2007-06-11 07:00:00,5.0,22.9,2325.0
Store 01,Customer 260,92251.0,Toys,2006-12-21 07:00:00,1.0,66.3,2326.0
Store 10,Customer 1479,86103.0,Home/Garden,2008-05-13 07:00:00,6.0,41.4,2327.0
Store 08,Customer 1416,89736.0,Health,2005-09-03 07:00:00,6.0,24.9,2328.0
Store 12,Customer 1665,56057.0,Clothing,2007-03-05 07:00:00,5.0,39.1,2329.0
Store 04,Customer 469,23647.0,Home/Garden,2005-09-18 07:00:00,3.0,97.4,2330.0
Store 06,Customer 3,58297.0,Movies,2008-09-10 07:00:00,7.0,27.9,2331.0
Store 09,Customer 1628,78065.0,Clothing,2006-06-19 07:00:00,3.0,79.4,2332.0
Store 05,Customer 1622,69139.0,Sports,2007-01-02 07:00:00,6.0,99.5,2333.0
Store 13,Customer 918,53350.0,Home/Garden,2005-04-11 07:00:00,4.0,73.0,2334.0
Store 07,Customer 1175,62557.0,Electronics,2005-12-09 07:00:00,6.0,13.1,2335.0
Store 14,Customer 521,95969.0,Movies,2008-02-02 07:00:00,3.0,52.6,2336.0
Store 08,Customer 883,82406.0,Home/Garden,2006-09-29 07:00:00,1.0,18.4,2337.0
Store 04,Customer 637,70962.0,Toys,2008-08-28 07:00:00,8.0,67.0,2338.0
Store 03,Customer 510,35319.0,Clothing,2007-11-06 07:00:00,8.0,11.4,2339.0
Store 04,Customer 1836,19144.0,Toys,2006-05-23 07:00:00,4.0,75.0,2340.0
Store 10,Customer 490,56140.0,Sports,2008-04-24 07:00:00,9.0,27.0,2341.0
Store 10,Customer 1072,24182.0,Toys,2007-07-20 07:00:00,9.0,82.9,2342.0
Store 03,Customer 424,93389.0,Health,2005-07-02 07:00:00,2.0,84.3,2343.0
Store 11,Customer 1691,36818.0,Home/Garden,2005-06-14 07:00:00,5.0,69.9,2344.0
Store 12,Customer 318,84550.0,Health,2008-08-26 07:00:00,2.0,43.5,2345.0
Store 15,Customer 242,90542.0,Books,2007-07-30 07:00:00,7.0,32.9,2346.0
Store 01,Customer 176,24343.0,Clothing,2007-08-19 07:00:00,9.0,43.0,2347.0
Store 08,Customer 689,35541.0,Movies,2005-03-11 07:00:00,9.0,22.1,2348.0
Store 11,Customer 1967,58341.0,Electronics,2008-01-13 07:00:00,1.0,26.5,2349.0
Store 09,Customer 1306,79324.0,Toys,2008-10-31 07:00:00,9.0,65.3,2350.0
Store 13,Customer 76,50486.0,Sports,2005-07-16 07:00:00,9.0,24.0,2351.0
Store 12,Customer 519,50454.0,Health,2007-08-14 07:00:00,7.0,15.8,2352.0
Store 12,Customer 1807,53764.0,Movies,2008-10-11 07:00:00,1.0,80.9,2353.0
Store 07,Customer 154,64300.0,Sports,2006-01-02 07:00:00,1.0,45.9,2354.0
Store 01,Customer 1394,20784.0,Home/Garden,2005-02-15 07:00:00,6.0,32.7,2355.0
Store 09,Customer 428,36389.0,Books,2007-01-13 07:00:00,4.0,46.1,2356.0
Store 10,Customer 211,37091.0,Home/Garden,2005-12-07 07:00:00,8.0,66.4,2357.0
Store 04,Customer 258,86313.0,Home/Garden,2008-07-31 07:00:00,8.0,33.4,2358.0
Store 10,Customer 951,32373.0,Electronics,2007-02-21 07:00:00,9.0,75.7,2359.0
Store 01,Customer 1794,99208.0,Health,2007-08-16 07:00:00,5.0,27.4,2360.0
Store 01,Customer 1398,23185.0,Movies,2006-06-22 07:00:00,3.0,15.8,2361.0
Store 14,Customer 17,52552.0,Movies,2007-05-08 07:00:00,1.0,81.5,2362.0
Store 08,Customer 1282,92481.0,Health,2005-02-02 07:00:00,8.0,70.4,2363.0
Store 15,Customer 230,61941.0,Books,2007-08-22 07:00:00,3.0,97.5,2364.0
Store 07,Customer 1959,55446.0,Sports,2006-07-12 07:00:00,7.0,52.5,2365.0
Store 14,Customer 1540,42081.0,Sports,2006-04-01 07:00:00,7.0,27.7,2366.0
Store 11,Customer 1295,54926.0,Toys,2006-05-20 07:00:00,7.0,49.3,2367.0
Store 08,Customer 1723,30007.0,Movies,2006-09-17 07:00:00,7.0,11.9,2368.0
Store 04,Customer 593,57613.0,Movies,2005-03-27 07:00:00,6.0,62.4,2369.0
Store 04,Customer 1278,23454.0,Toys,2006-02-06 07:00:00,4.0,54.4,2370.0
Store 09,Customer 1103,94195.0,Books,2006-02-11 07:00:00,9.0,24.8,2371.0
Store 08,Customer 308,42451.0,Home/Garden,2006-05-03 07:00:00,3.0,59.8,2372.0
